sample_id,source_char_len,source_word_count,fp32_chrf,int8_chrf,delta_chrf,fp32_latency_ms,int8_latency_ms,delta_latency_ms
common_voice_de_18357641,27,6,82.09180002872793,100.0,-17.90819997127207,549.242700000832,1153.3970000000409,-604.1542999992089
common_voice_de_17301815,53,6,41.86883757083969,41.79453401113981,0.07430355969987801,913.0523999999696,1123.8443000000302,-210.79190000006065
common_voice_de_18220227,33,7,46.06375076981003,46.06375076981003,0.0,737.068299999919,1073.8085000002684,-336.74020000034943
common_voice_de_19146612,92,11,54.94023758518003,86.48231996213322,-31.54208237695319,1883.3258000004207,1624.394399999801,258.93140000061976
common_voice_de_19153442,59,8,89.60281045644577,89.60281045644577,0.0,955.6093999999575,774.1083000000799,181.50109999987762
common_voice_de_19599726,89,12,93.88431127266557,93.88431127266557,0.0,1720.2398999997968,1526.930199999697,193.30970000009984
common_voice_de_18042172,56,9,59.554884677868735,59.554884677868735,0.0,1076.9656000002215,1303.443000000243,-226.4774000000216
common_voice_de_19784928,77,9,65.62644660996946,65.62644660996946,0.0,1362.892200000715,2575.906600000053,-1213.014399999338
common_voice_de_18684746,74,9,43.170597515394924,60.43990256474988,-17.269305049354955,1499.0866999996797,1178.72510000052,320.3615999991598
common_voice_de_19709371,70,12,59.2900254165189,59.2900254165189,0.0,1099.667700000282,1326.7937999989954,-227.12609999871347
common_voice_de_19157792,89,11,91.1408495909713,80.9990783197256,10.141771271245702,1307.9348000001119,1329.4564000007085,-21.521600000596663
common_voice_de_19541192,61,9,43.132401515836136,43.132401515836136,0.0,2446.6868999988947,2129.19089999923,317.4959999996645
common_voice_de_19412772,70,10,38.73536997123827,38.73536997123827,0.0,1232.593700000507,1849.8992999993789,-617.3055999988719
common_voice_de_19120220,47,7,52.14799424665089,52.14799424665089,0.0,576.2887000000774,587.9121999996642,-11.623499999586784
common_voice_de_17661290,67,13,56.971576584106685,56.971576584106685,0.0,1360.0930000000062,1432.2971000001417,-72.20410000013544
common_voice_de_17765580,29,6,86.05885494930864,86.05885494930864,0.0,1296.5974999999617,1133.4339,163.16359999996166
